Rxns,Growth0,Opt1_0,Opt2_0,Opt3_0,Opt4_0,Mix_0,Growth2,Opt1_2,Opt2_2,Opt3_2,Opt4_2,Mix_2,Growth4,Opt1_4,Opt2_4,Opt3_4,Opt4_4,Mix_4,Growth2a2,Opt1_2g2,Opt2_2g2,Opt3_2g2,Opt4_2g2,Mix_2g2
DAGPYP_SC,0.000551672,0,0,0,0,0.00E+00,0.000486769,0,0,0,0,0,0.000421866,0,0,0,0,0,0.000486769,6.60E-05,6.60E-05,6.60E-05,6.60E-05,6.60E-05
DANNt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASYN_SC,0.001462765,0,0,0,0.00E+00,0,0.001290675,0,0,0,0,0,0.001118585,0,0,0,0,0.00E+00,0.001290675,0.000175,0.000175,0.000175,0.000175,0.000175
DASYNm_SC,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
DB4PS,0.000165501,0,0,0,0,0,0.000146031,0,0,0,0,0,0.00012656,0,0,0,0.00E+00,0,0.000146031,1.98E-05,1.98E-05,1.98E-05,1.98E-05,1.98E-05
DBTSr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCDPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCMPDA,-0.000200608,0.00E+00,0,0,0,0,-0.000177007,0,0,0,0,0,-0.000153406,0,0,0,0,0,-0.000177007,-2.40E-05,-2.40E-05,-2.40E-05,-2.40E-05,-2.40E-05
DCTPD,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DCYTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCYTt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDPA,0.022091938,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0.002643,0.002643,0.002643,0.002643,0.002643
DDPAm,0,0,0,0,0,0,0.019492887,0,0,0,0,0,0.016893835,0.00E+00,0,0,0,0.00E+00,0.019492887,0,0,0,0,0
DESAT14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DESAT16,0.000795744,0,0,0,0.00E+00,0.00E+00,0.000702127,0,0,0,0.00E+00,0.00E+00,0.00060851,0,0,0,0.00E+00,0,0.000702127,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05
DESAT18,0.00154468,0,0,0,0.00E+00,0.00E+00,0.001362953,0.00E+00,0,0,0,0.00E+00,0.001181226,0,0,0,0,0.00E+00,0.001362953,0.0001848,0.0001848,0.0001848,0.0001848,0.0001848
DESAT18_2,0.000421276,0,0,0,0.00E+00,0.00E+00,0.000371715,0,0,0,0,0.00E+00,0.000322153,0.00E+00,0,0,0,0.00E+00,0.000371715,5.04E-05,5.04E-05,5.04E-05,5.04E-05,5.04E-05
DGDPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGK1,-0.000200608,0,0,0,0,0,-0.000177007,0.00E+00,0,0,0,0,-0.000153406,0.00E+00,0,0,0.00E+00,0,-0.000177007,-2.40E-05,-2.40E-05,-2.40E-05,-2.40E-05,-2.40E-05
DGSNt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHAD1m,0.046892082,0,0,0,0,0,0.041375367,0,0,0,0,0,0.035858651,0,0,0,0,0.00E+00,0.041375367,0.00561,0.00561,0.00561,0.00561,0.00561
DHAD2m,0.016107138,0,0,0,0,0,0.01421218,0,0,0,0,0,0.012317223,0,0,0,0,0,0.01421218,0.001927,0.001927,0.001927,0.001927,0.001927
DHAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHAPtm,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DHFRi,0.000300912,0.00E+00,0,0,0.00E+00,0.00E+00,0.00026551,0,0,0,0.00E+00,0.00E+00,0.000230109,0,0,0,0.00E+00,0.00E+00,0.00026551,3.60E-05,3.60E-05,3.60E-05,3.60E-05,3.60E-05
DHFRim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHFS,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DHFtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHNPAm,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DHNPTtm,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DHORD4i,0.009244678,0,0,0,0,0,0.008157069,0,0,0,0,0,0.00706946,0,0,0,0,0.00E+00,0.008157069,0,0,0,0,0
DHORDfum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHORDi,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0.001106,0,0.000811193,0
DHORTS,-0.009244678,0.00E+00,0,0,0.00E+00,0.00E+00,-0.008157069,0.00E+00,0,0,0,0.00E+00,-0.00706946,0.00E+00,0,0,0,0.00E+00,-0.008157069,-0.001106,-0.001106,-0.001106,-0.001106,-0.001106
DHPSm,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DHPTtm,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DHQS,0.022091938,0,0,0,0.00E+00,0.00E+00,0.019492887,0,0,0,0.00E+00,0.00E+00,0.016893835,0.00E+00,0,0,0.00E+00,0.00E+00,0.019492887,0.002643,0.002643,0.002643,0.002643,0.002643
DHQTi,0.022091938,0,0,0,0.00E+00,0.00E+00,0.019492887,0,0,0,0.00E+00,0.00E+00,0.016893835,0.00E+00,0,0,0.00E+00,0.00E+00,0.019492887,0.002643,0.002643,0.002643,0.002643,0.002643
DIAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DINSt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKMPPD2,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMATT,0.000367781,0,0,0,0,0,0.000324513,0,0,0,0,0,0.000281244,0,0,0,0,0,0.000324513,4.40E-05,4.40E-05,4.40E-05,4.40E-05,4.40E-05
DNMPPA,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DNTPPA,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DOLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOLPMMer,0.067529614,0,0,0,0,0,0.059584953,0,0,0,0,0,0.051640293,0,0,0,0,0,0.059584953,0.008079,0.008079,0.008079,0.008079,0.008079
DOLPMTcer,0.067529614,0,0,0,0,0,0.059584953,0,0,0,0,0,0.051640293,0,0,0,0,0,0.059584953,0.008079,0.008079,0.008079,0.008079,0.008079
DOLPt2er,-0.067529614,0,0,0,0,0,-0.059584953,0,0,0,0,0,-0.051640293,0,0,0,0,0,-0.059584953,-0.008079,-0.008079,-0.008079,-0.008079,-0.008079
DPCOAK,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DPCOAKm,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
DPGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPMVD,0.001103343,0,0,0,0,0,0.000973538,0,0,0,0,0,0.000843733,0,0,0,0,0,0.000973538,0.000132,0.000132,0.000132,0.000132,0.000132
DPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
DPRm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRBK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DROPPRy,8.28E-05,0,0,0,0,0,7.30E-05,0,0,0,0,0,6.33E-05,0,0,0,0.00E+00,0,7.30E-05,9.90E-06,9.90E-06,9.90E-06,9.90E-06,9.90E-06
DRTPPD,8.28E-05,0,0,0,0,0,7.30E-05,0,0,0,0,0,6.33E-05,0,0,0,0.00E+00,0,7.30E-05,9.90E-06,9.90E-06,9.90E-06,9.90E-06,9.90E-06
DTMPK,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTTPt,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMPtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURIK1,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0
DURIPP,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0
DURIt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTPDP,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXHPScm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_LACDcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_LACDm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_LACt2,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
D_LACt2m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D_LACtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E4HGLUtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E4HGLUtp,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E4Ptm,0,0,0,0,0,0,0.019492887,0,0,0,0,0,0.016893835,0.00E+00,0,0,0,0.00E+00,0.019492887,0,0,0,0,0
ECOAH11p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECOAH4p,0,-0.016789792,-0.019597169,0,0,7.62E-32,0,-0.006044325,-0.007984032,-3.52E-31,0,2.21E-45,0,0,0,0,0.00E+00,0.00E+00,0,0,-0.001323899,0,-0.000136745,2.48E-35
ECOAH5p,0,-0.016789792,-0.019597169,0,0,7.62E-32,0,-0.006044325,-0.007984032,-3.52E-31,0,2.15E-45,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,-0.001323899,0,-0.000136745,4.96E-35
ECOAH6p,0,-0.016789792,-0.019597169,0,0,8.25E-32,0,-0.006044325,-0.007984032,-3.55E-31,0,-5.49E-45,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,-0.001323899,0,-0.000136745,4.96E-35
ECOAH7p,0,-0.016789792,-0.019597169,0,0,9.52E-32,0,-0.006044325,-0.007984032,-3.62E-31,0,-5.49E-45,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,-0.001323899,0,-0.000136745,2.27E-35
ECOAH8p,0,-0.016789792,-0.019597169,0,0,1.08E-31,0,-0.006044325,-0.007984032,-3.62E-31,0,-7.81E-60,0,0.00E+00,0,0,0,0.00E+00,0,0,-0.001323899,0,-0.000136745,0
EHGLAT,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHGLATm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHGLATp,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO,1.266270701,2,2,1.2,2,1.2,1.352591795,2,2,1.697478992,2,1.658914729,1.438912889,2,2,2,2,2,1.352591795,1.917718967,1.918439167,1.839014106,1.918439167,1.794614147
EPGALURSe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPISTAT_SC,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPISTESTH_SC,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPISTESTH_SCe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPISTt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPMGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGSTAT_SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGSTESTH_SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGSTESTH_SCe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGSTGLCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGSTt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGSTter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERGTETROLter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHAPT_SC,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
ETHAt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETOHt,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETOHtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
EX_13BDglcn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_2hb(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_2mbac(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_2mbald(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_2mbtoh(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
EX_2mppal(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_2phetoh(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3c3hmp(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3mbald(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_3mop(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_4abut(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_4abz(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_5aop(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_5fthf(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_8aonn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_Nbfortyr(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_abt(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ac(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_acald(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_aces(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ade(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_adn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_akg(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ala_L(e),0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0
EX_alltn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_alltt(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_amet(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_arab_D(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_arab_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_arg_L(e),0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_asn_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_asp_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_btd_RR(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_btn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_chol(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cit(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_co2(e),2.428108059,0.748153123,0.730538922,4.71E-16,0.704025257,6.22E-16,2.84833064,0.909335124,0.890219561,0.621848739,0.893449092,0.573643411,3.268553222,1.315315315,1.221238938,1.315315315,1.315315315,1.221238938,2.84833064,0.936666784,0.916662678,0.909571582,0.932986042,0.842384134
EX_crn(e),0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
EX_csn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_cys_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
EX_cytd(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dad_2(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dann(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dca(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dcyt(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ddca(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dgsn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_din(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_dttp(e),0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_duri(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_epist(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_epistest_SC(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ergst(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ergstest_SC(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_etha(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_etoh(e),0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fe2(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fecost(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fecostest_SC(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fmn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fola(e),0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
EX_for(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fru(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_fum(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_g3pc(e),0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_g3pi(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gal(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_galur(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gam6p(e),0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
EX_gcald(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glc(e),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EX_gln_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glu_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_glx(e),0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gly(e),0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
EX_glyc(e),0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gsn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gthox(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gthrd(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_gua(e),0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
EX_h2o(e),3.828451911,2.848891874,2.838323353,2.4,2.822415154,2.4,4.083928157,2.945601075,2.934131737,2.773109244,2.936069455,2.744186047,4.339404403,3.189189189,3.132743363,3.189189189,3.189189189,3.132743363,4.083928157,2.95860085,2.946598387,2.942343729,2.956392405,2.90203126
EX_h(e),0.118256649,2.100738751,2.107784431,2.4,2.118389897,2.4,0.104344102,2.03626595,2.043912176,2.151260504,2.042620363,2.170542636,0.090431555,1.873873874,1.911504425,1.873873874,1.873873874,1.911504425,0.104344102,1.867796967,1.875798609,1.879387847,1.869269263,1.906262826
EX_hdca(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_hdcea(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_hexc(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_his_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_hxan(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_iamac(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_iamoh(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ibutac(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ibutoh(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_id3acald(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ile_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ind3eth(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_inost(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ins(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_k(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lac_D(e),0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
